,title,review,rating,author,review_date
961,Five Stars,"Great flashlight, use it all the time. Also a great deal!",5,Travis Germany,2017-05-23
962,One Star,Ridiculously small. You are mislead by the picture on the site.,1,Lauren Walsh,2018-04-09
966,One Star,These are very cheaply made. Once of these broke after 2 uses.,1,Amazon Customer,2018-04-10
967,Five Stars,nice flashlight for the value.....,5,Amazon Customer,2017-10-15
968,Five Stars,"Wow, can't believe how much light we get out of this little one.",5,George Molina,2017-06-06
973,Three Stars,One of the flashlights switch does not work.,3,Amazon Customer,2018-04-06
974,Great little flashlight.,Awesome little flashlights!  One AA battery and your set. Very bright for the size.,4,Bruce Robideau,2017-04-26
975,Five Stars,Great for the price!,5,Mike,2017-08-12
976,Five Stars,These lights are alot nicer than I expected for the price,5,Josh,2018-04-14
980,Good buy.,Excellent quality.,5,Brent M.,2017-09-27
982,Five Stars,Great little bright light!,5,Laura,2018-04-09
984,Rock solid flashlight,Great flash light,5,Richard Warner,2017-09-27
985,Not all that good.,"To be honest, I'm not impressed. I'm comparing these to my Streamlight Protac, which is also 300 lumens.Firstly, at first glance the construction seems fine. Quality of materials is ok.Secondly, there is no way in Hell that these flashlights are 300 lumens. I'd wager that they aren't even 100 lumens. Not bright at all.",2,John,2017-06-25
986,Five Stars,"super bright, and very handy. great buy for under $10",5,miguel arellano,2017-10-09
989,Five Stars,"Awesome little light, highly recommend",5,K Reed,2018-04-09
993,Five Stars,Awesome Light I love it Thank you Thank you,5,Amazon Customer,2017-04-05
998,good for the vehicle,"Work well, good for the vehicle.",3,Adam,2017-08-28
1008,Five Stars,Perfect size and got flashlight!,5,Amazon Customer,2017-04-27
1009,Great little flashlight,Great little flashlight. Bright and adjustable for close up or distance.,5,Bernard G. Reeb,2017-10-13
1010,"only marginally average, at best. and that's if all of the flashlights work.","short and sweet -- one worked, one didn't.they're pretty dim, granting powered off a single, AAA battery. That's only 1.5v. their rather small size is appealing for storage in an automobile or a purse, i suppose. those were the purchase designs here, anyway or it's highly unlikely would have gone this route.contacted the company twice, indicating one worked/one didn't. IDK yet if they've responded; I don't manage this account. my wife's account and I'm the occasional buyer. that said, looking at the order history, there's no clear Amazon indication that any adjustments have been made.lastly, seems one can reasonably expect a hit & miss scenario with these -- notice the irregular pricing, strongly nudging a buyer toward a larger collection. to whit -- we bought a 2-pack for $9.99; now i see both that same 2-pack but also a 4-pack for $12.99.caveat emptor",2,Unshine,2017-05-20
1011,Five Stars,these flashlights are awesome!,5,Jay Foster,2017-06-26
1017,Not for rugged use.,Dropped the light one time. Now the slightest change in grip will turn it to strobe or off. But it's bright.,3,A Customer 9999999,2017-02-23
1018,Five Stars,This flashlight is exactly what I wanted.,5,Amazon Customer,2018-04-12
1019,Five Stars,Excellent flashlight and a very good value.,5,Dennis Donlon,2017-09-27
1022,Five Stars,Great mini flashlight that packs a punch in brightness,5,F. Barcelona,2016-12-18
1023,Five Stars,"great flash lights, 3 modes low light, bright light, and strobe",5,Amazon Customer,2017-01-01
1026,Five Stars,Perfect,5,Amazon Customer,2017-10-28
1033,Five Stars,They are working good. I love it!,5,Obafemi ,2018-04-06
1037,Works great,Very bright and compact,5,Eric,2017-09-21
1038,Five Stars,Great product..,5,Emanuel,2018-04-09
1039,Five Stars,Awesome,5,brad whittaker,2017-07-28
1040,"I love them, very compact and bright light","I  love them , very compact and bright light.",4,Sylvia,2017-09-24
1046,Five Stars,"Bright. 3 settings, strobe, bright and dim. Can focus light smaller.",5,Matt Macurdy,2017-09-20
1049,"Based on the good reviews, I bought this pack of two flashlights ...","Based on the good reviews, I bought this pack of two flashlights in preparation for Hurricane Irma, as I live in Central Florida. One of the two in the pack is defective. The on/off switch does not work so that the light shines as soon as the battery is in and it cannot be turned off without taking out the battery.",1,mek,2017-09-07
1055,Good product; sweet deal($),Good product; sweet deal($); quick delivery.,5,Lee Wilson,2017-09-28
1056,Four Stars,Compact and solid,4,Greystone,2017-07-30
1058,Five Stars,Great Quality ... Very durable,5,Jason...,2017-09-25
1059,A cimplete waste of money.,Absolute junk..Received the 2 lights today : 1 light does not telescope at all..The other turns to strobe whenever you put it downon a hard surface.,1,Craig Taylor,2017-04-13
1061,Five Stars,Great Flashlight,5,The Irishman,2017-07-28
1063,Great deal,Great deal,4,Matthew Thomas,2017-09-29
1066,Five Stars,Powerful enough and handy tools to run quick inspections of my car.,5,Andre Shilenko,2017-05-15
1068,Four Stars,Gooooooood,4,Paun Marin,2017-11-16
1069,Five Stars,Great,5,Bobby K.,2017-10-09
1072,Five Stars,Awesome light and wicked bright,5,Amazon Customer,2017-08-07
1075,Four Stars,Good cheap flashlight.,4,Amazon Customer,2017-07-09
1077,Five Stars,Awesome flashlights!,5,Amazon Customer,2017-11-01
1078,Five Stars,It was just as described,5,Thomas R Fox,2017-10-08
1079,Five Stars,prompt shipping and great item,5,mary,2017-05-15
1080,Five Stars,nice,5,mohand reyyashi,2018-02-19
1082,Not rugged. Not even a little...,"I got this in June of this year.  After less than four months, it's broken.  Something is rattling around inside, it won't zoom in all the way any more, and there are two rubber band like things that (I'm guessing) used to be inside the flashlight and are very likely related to why it isn't working any more.  My work backpack has a pocket on the shoulder strap. It had been in that pocket for maybe a month before I discovered it had broken.This flashlight is not rugged. Not even a little.  If clipping it on an office worker's backpack for a month breaks something... Well let's just say I'm glad I didn't get into a situation where I was relying on this light. Very glad.Oh, and nothing at all on this product offering about warranty, how to return it, etc.  Honestly, I wouldn't accept a replacement. Only a refund.One other and less important gripe: The pocket clip is way too rigid and is really hard to get on anything.  That's why I put it on the pocket on my backpack shoulder strap. I couldn't even get the clip over the edge of my jeans pocket without using a tool to pry it open.Move on...get something else. Anything.  A glow stick would be better and last longer.",1,DenverDawg,2017-10-24
1084,Initial Quality Issues,"One of the flashlights worked great right out of the box. The second light had an issue with the focusing collar. Extending the collar took a greater amount of effort over the first one and it snapped back upon releasing it. If there's an o-ring inside, it's too snug and is creating vacuum on extension. It doesn't snap back all the way leaving about one-eighth inch gap. The only way I could retract it all the way was by rotating the collar as I pressed down and as I pulled up. Eventually I could fully extend it and retract it with no issues. The same flashlight had a short issue with the switch. One day upon pressing the on-off button it flashed on momentarily then remained off. Pushing down on the button had no effect and the switch would not lock in position. It wouldn't even rotate to the next position. I Removed the switch portion from the main body and tapped it on a table and tried pressing again. No change. I eventually screwed the switch back figuring that it was broken. After screwing it back on I tried  pushing the button one last time. It worked again! Probably some debris inside the switch worked free. I was going to ask the seller for a new switch as the problem could occur again at some inconvenient future time.",4,dudetoml,2017-09-01
1085,"They do the job, but be realiztic","Yes, just ok.  Runs on a single AA battery.  Ok light in a pinch.  We're not talking about a zillion lumens, by any stretch.  But, click the button, the light goes on.  Simple three mode mechanism.  Adjustable bezel, push/pull, to adjust beam size.  Flood setting looks best, but not the brighest.  Worth the buy, in case of an emergency. Besides, AA batteries are cheaper than dirt, and so easy to find.",3,Larry Maleszewski,2017-05-14
1086,Good,"Product as described, shipped promptly.",5,Amazon Customer,2017-01-02
1088,Great and tough,ran over it with a forklift still works fine nothing broke off of it,5,Nick,2017-04-05
1089,Five Stars,Great little flashlights!!!,5,Ryan Peterson,2017-07-27
1090,Five Stars,I use these for security and they are perfect. Not too big but very bright.,5,Amazon Customer,2016-12-20
1093,Five Stars,Very good.,5,Carmen Ferraioli,2017-05-24
1094,Neither flashlight worked. Checked my batteries in another light ...,"Neither flashlight worked.  Checked my batteries in another light , problem with Rockbirds flashlight ,",1,Kenneth,2017-09-14
1095,Five Stars,Best yet,5,Mark Daniels,2017-09-26
1096,Five Stars,Awesome shine low price about 12 hours on a battery,5,Amazon Customer,2017-05-21
1097,Five Stars,Great flashlight. Small but powerful.,5,Richard Ortisi,2017-05-20
1098,A1,perfect,5,Amazon Customer,2017-07-27
1100,Five Stars,Works really good,5,Amazon Customer,2017-04-07
1101,Three Stars,One of the three flashlights did not work,3,Michelle Montvai,2017-06-21
1102,Five Stars,Very good very good,5,Cliente de Amazon,2017-07-26
1104,Five Stars,ty...I like,5,Amazon Customer,2017-06-23
1106,Five Stars,Great item thanks,5,Anneudys H.,2017-05-15
1107,Bright little lights. Good buy.,"Great little lights. The only two downsides are that the clip is tempered and will break if you try to bend it a little more so it's easier to clip on your pocket. The other is that when you turn it off, and then back on it goes to the next mode. So if you turn it off on the bright setting and turn it turn it back on, it'll be on the low setting. The modes are bright, low, & strobe. So I just switch it to strobe before I turn it off, that way it comes on bright. Not a deal breaker for me. But for some it might be.",4,Wolf Barber,2017-04-27
1112,Disappointed,"Delivery and packaging was great but the item is poor quality, cheap feeling although it has a metal body.  When screwing on the cap to battery compartment the metal sheered on the threads.  I do not imagine it will be very long lasting.  The light is good, though the pinpoint beam, I expected, would be more spot focused, it is still a fairly wide beam",1,yyz222,2017-05-20
1114,Ehh...Cheap,"They're cheap, but you knew that already. They're definitely not streamlight flashlights, but I mean, for the kids to have in their pocket while we're camping, who cares. They put off a square light. They squareness dissipates some as you zoom it. If you want a cheap couple lights for the kids, grab these. But for your car or backpack, I'd spend a bit more.",3,Ben Kell,2016-12-29
1116,best flashlight to have,"great Flashlight ,",5,James R Yelle Sr,2017-06-04
1117,Total JUNK!,Junk. One had the on off button quit working after a few uses and the other won’t turn on half the time. Oh yeah and sometimes it just blinks and blinks and won’t shut off. Have to take battery out to shut it off.,1,John Bingham,2018-01-09
1118,Five Stars,compact and work great.,5,love it!!!!!!!!!!!!!!!!!!!!!!!!!,2017-07-04
1120,... a long time of carrying these disappointments I am glad to say I can buy a new flash light,After a long time of carrying these disappointments I am glad to say I can buy a new flash light. They are okay for throw away flash lights but they are very undependable and aren't really worth keeping for more than a week. I run a small business that requires me to constantly use a flash light and I bought these as a test run. After about a week they started going in and out. I replaced the batteries and still it only worked about 45% of the time. I'm not a picky person but these had a pretty bad short in their switch so I just kept them in a drawer and used them intermittently. Glad to say though they are finally dead as a door nail and I can replace them with something a lot better.,2,Seth,2018-01-18
1122,Very Dim and Disappointing.,"Incredibly dim. The rubber on the button is warped and bubbled. I found metal shavings in the threading of the battery chamber. Did I mention that it is so dim it's pathetic? I was going to give this as a gift but after trying it out I would be so ashamed if I had given it. Other than the metal shavings, warped rubber button and a pretty poor battery fit it does feel like it does feel like it is a well built flashlight, too bad that its so weak at actually producing light.",1,Frak,2017-06-26
1126,best flashlight to have,"great Flashlight ,",5,James R Yelle Sr,2017-06-04
1127,Total JUNK!,Junk. One had the on off button quit working after a few uses and the other won’t turn on half the time. Oh yeah and sometimes it just blinks and blinks and won’t shut off. Have to take battery out to shut it off.,1,John Bingham,2018-01-09
1128,Five Stars,compact and work great.,5,love it!!!!!!!!!!!!!!!!!!!!!!!!!,2017-07-04
1130,... a long time of carrying these disappointments I am glad to say I can buy a new flash light,After a long time of carrying these disappointments I am glad to say I can buy a new flash light. They are okay for throw away flash lights but they are very undependable and aren't really worth keeping for more than a week. I run a small business that requires me to constantly use a flash light and I bought these as a test run. After about a week they started going in and out. I replaced the batteries and still it only worked about 45% of the time. I'm not a picky person but these had a pretty bad short in their switch so I just kept them in a drawer and used them intermittently. Glad to say though they are finally dead as a door nail and I can replace them with something a lot better.,2,Seth,2018-01-18
1132,Very Dim and Disappointing.,"Incredibly dim. The rubber on the button is warped and bubbled. I found metal shavings in the threading of the battery chamber. Did I mention that it is so dim it's pathetic? I was going to give this as a gift but after trying it out I would be so ashamed if I had given it. Other than the metal shavings, warped rubber button and a pretty poor battery fit it does feel like it does feel like it is a well built flashlight, too bad that its so weak at actually producing light.",1,Frak,2017-06-26
1139,Great lighting,"I purchased these flashlights to add to my bug out bag that I carry in my car. They're small, good quality, and only require 1 AA battery. It has a zoom in/out feature that is very handy. I also like that the power on and off button is at the end of the flashlight for quick access, whereas some other lights I've purchased have them on the side. My husband is using one for when he takes the dogs out to use the restroom at our apt complex and likes it.",5,Rosa Mendoza,2017-05-27
1141,Solidly made,"Very solidly made. Very bright and the beam is easily changed from concentrated to broad by sliding the lens. Runs on one AA battery which is easy to change. The LED is easily changed as well if needed. There were two in the package. The main problem is that there are three modes: bright, dim and bright strobe and you need to cycle thru all of them to get to the one you want. Every time you turn it on. It does not stay on the last mode used.",4,Steelman,2017-09-27
1146,Great Price! Horrible Square Light However..,"I had to get a flashlight that fitted my 1” light mount for an upcoming airsoft skirmish. Thought I might as well get a combo pack! These little things pack quite a punch, and they’re tough. There not fully water resistant but they lasted through some rainfall and condensation. The lens is also quite thick because I also drop them on a concrete floor and not even a slight scratch. I ended up using them periodically over a time span of 7 hours in below 26° F weather and haven’t notice them go dim. Would recommend them because of the great value!",4,Mike Holmes,2017-12-26
1148,I was expecting too much out of these little guys ...,"I was expecting too much out of these little guys. Ad says 300 lumens if im remembering correctly. Id say theyre more around 90-110lumens. 3/4 have scratched lenses which isnt too much of an issue but considering theyre scratched on the inside, it could come as a concern to others.",2,Verdez Reviews,2017-11-11
1152,Five Stars,Powerful!,5,Rod Collins,2017-03-24
1153,"When turning these on, you get a different mode ...","When turning these on, you get a different mode each time. Who wants a flashlight that shines a random mode each time? I use the same mode 99% of the time so have to change modes every time I turn it on. No thanks.",2,James King,2017-02-15
1166,Toggle switch doesn't work,"Ordered 2 packages - 4 flashlights total.  One of the push button toggle switches works only when it feels like it - and it's not often it feels like it.  The other 3 flashlights work okay, but I wonder how long before their push button toggle switch craps out.This is the first time in 14 years of shopping with Amazon that a product we purchased doesn't work.  I guess it was bound to happen sooner or later.It's not worth the hassle to send a $4 flashlight back. It should be thrown away, but then I'm throwing away $4 of my money.  It's not the money, it's the principle.  Come on Amazon, just suck it up and mail me a working replacement.",2,S. G. Shoemake,2017-04-23
1171,Great little flashlight!,"These are so much brighter than I expected! First of all, love that there are two. But the fact that there are different settings makes it a hit with the kids too! Personal flashlight for kid = win. It means that she can handle things on her own despite it being darker in the house than she prefers. On a less personal note, though - Small/portable, easy to use, super bright. Love it!",5,EttyOop,2017-04-11
1177,Just ok.,I don't like the modes that it forces you to cycle through. I have to click through dim and flasher modes before I get to the regular bright mode which is all I wanted in the first place. For the price it's a marginally ok product.,3,Stimpy,2017-07-04
1183,they dont cost much but now i know why,save your money if you drop them they don't shut off anymore both are broke in less then a week,1,greg,2017-05-04
1191,One Star,Didn’t work even tried several batteries,1,Marykatherine Meyer,2017-12-29
1201,Quick shipping. Flash light is week compared to other ...,Quick shipping.Flash light is week compared to other 300 lumens flash lights.  This may be due to the fact that it uses a single AA battery.Not recomended.,1,Pablo Ramon,2017-07-01
1213,Not a good quality,One of the flash light stop working after about a month to use. It seems like the switch problem to something internal. Not recommendable,1,fastiger,2017-11-14
1214,Quality - probably the best one made,"Exactly as described, and more. Well engineered item, water resistant 100%. Super bright white beam. Battery easy to replace. I will buy again - these make excellent gifts for friends and family (just make sure you order them some AmazonBasic AA batteries too :-)",5,Robin,2017-08-03
1219,"Well one worked great, the other one did not work since day ...","Well one worked great , the other one did not work since day one, was not so bright and just went off. Got a new battery and turned on and then off. DEAD NOW...SO , I WOULD NOT BUY! DID I MENTION THAT WE got HIT BY MARIA? YEAH AND REALLY NEEDED IT!",2,Octavio,2017-11-21
1225,The one light is nice for the price but I paid for,Only received one light in my order. The one light is nice for the price but I paid for two,2,Tom W,2017-06-23
1226,Absolutely terrible trash. Have yet to work properly,If i could give this product a zero i would. Absolutely terrible trash. Have yet to work properly. Wish i could have returned them. I wouldn't recommend this to anyone.,1,diesel,2017-12-23
1228,Love these lights!,"OMG! I love these flash lights!  I originally I got these for my survival kit. I put one in my survival pack and the other one in my purse.  I use the one in my purse all the time!  My purse is so big, I loose things!  Lol!",5,Salie Yates,2017-06-30
1229,These are as good as any light I have used,These are as good as any light I have used. I live in the woods and they light up the country side. I have one on my shotgun and it works great.Super compact size allows for east carry and mounting on a weapon.,5,Tom K,2017-06-30
1230,"these are super bright, need only one common AA battery","these are super bright, need only one common AA battery. fit easily in glove box or center console of car. they don't weigh hardly anything so I imagine ideal for a purse as well. I'd purchase again in the future",4,M. Champion,2017-07-01
1233,Uhh,These lights seem to have issues after a little use but as to be expected from a low priced light. It’s good as a light for the kids or in a tool box but don’t plan on performance.,3,Amazon Customer,2018-01-25
1234,Total waste of money,Can’t even get a battery in it. And it’s not bright at all once I finally got the top open. It just kept spinning and spinning. Now I can’t get the batteries out,1,Marlies Fitch Ledbetter,2018-04-05
1235,Bright! Just what I wanted!,"Great price for the same basic light I had purchased for a higher price from another vendor.  Excellent! Small, lightweight and light stream can be narrow or wide angle.",5,PSH,2017-07-12
1236,i guess i need to read description better or measure better,would not buy again. why to small.  i guess i need to read description better or measure better.  these are sooooo small.  They work ok too but just to sarn small.,3,indymojo,2017-11-10
1238,Buy yourself a few of these great flash lights.,"I work at a hospital, at night. These work perfect when I don't want to disturb my patients and wake them up with a bright light. They are so cute and fit in my pocket of my uniform. I also keep one in my purse.",5,Ellen Harris,2017-06-24
1240,One Star,"No instructions as to how to open and replace batterys, they did not light when button was pressed.",1,L. Bare,2018-01-10
1242,Meh...,"Not impressed. These aren't much better than the dollar store flashlights, not very bright, as the high dollar flashlights are.",2,Jag,2017-05-21
1243,Follow the light,Perfect size for purse or glove box. Great for carrying on night walks. Would give 5 star but i prefer sa wrist strap added.,4,Linda K.,2017-08-25
1244,Review  on bockbirdes LED  flashlight A 100 mini superbright,A OK flashlight for the price good for  fishing  hunting and outdoor activities  Like the fact that it's  made with a metal material  very bright  Love the belt clip  Good product,3,Jesus Andrade,2017-08-20
1245,These flashlights are OK. Nothing special. For as ...,"These flashlights are OK. Nothing special.For as cheap as they are, I don't suppose you can set your sights too high!",3,Kramer,2017-04-23
1249,NOT SUITABLE AS BIKE LIGHT!,"I bought these to use as a bike headlight. My commute to work is about 20min., which I do by bike after dark 3-4x/wk. I always used the strobe because it is more conspicuous and drains the battery less than a steady beam, and is legal for a bike headlight in Florida. At first I was very happy with the brightness, but after 2-3wks. the light would require many clicks of the switch to turn on. Then it would go dark during my trip, and afterwards it wouldn't come on at all. This started after a total use of less than 3hrs. in strobe function, and the battery still had plenty of charge. I tried the 2nd light, and had a similar experience. Not wanting to continue risking my life, I tried to return the item, but it was not eligable. I am very dis-satisfied.",1,Carol C.,2018-01-03
1253,Five Stars,Great little flashlight. It works well and is very bright for its size.,5,V. L. Caruso,2017-08-19
1255,I have had excellent service life from other LED merchants,BOTH flash lights stopped operating in less than a week!  I have had excellent service life from other LED merchants.  No excusefor such dismal performance.  Steven Belaus,1,REALDEAL,2018-01-16
1256,One Star,after the First time using the flashlight it fell out of my pocket and it hasnt worked since.,1,William R.,2017-09-15
1257,super bright,i was really surprised how bright they were and they only take 1 AA battery per flashlight,5,**BlackStar**,2017-06-24
1258,Nice portable flashlights.,"Very bright light, non adjustable beam",5,tdemp3,2017-06-24
1259,Two Stars,Not bright at all but handy enough,2,sandra l smith,2017-11-11
1260,Two Stars,they stop working!!!!,2,David S.,2018-01-29
1261,Way smaller than I thought.,Way smaller  than I thought. My fault,2,Thomas Weinstein,2017-05-29
1262,Five Stars,kinda small but will update when we go camping this thursday!,5,kiersten bender,2017-08-22
1263,Don't waste your money on flash lights that take AAA batteries,Incredibly bright! Don't waste your money on flash lights that take AAA batteries. These take just,5,ROTTO,2017-08-22
1264,Five Stars,Excellent quality and workmanship!,5,Musicman1972,2017-07-02
1266,Perfect,Best flashlight ever,5,anthony,2017-04-23
1267,"CHEAP IN PRICE, CHEAP IN QUALITY",Expect what you pay for. These started malfunctioning after ±6 uses. Really cheaply made. Expect to have these break very fast.,2,Daniel N.,2017-11-11
1268,Five Stars,I like it,5,miguel,2017-08-21
1272,Waste of my money,"1 of the 2 flashlights work. but not as advertised.  Did not find the ""nonreturnable"" part until after receiving the items.  Rechecked the original page for the order and nowhere does it say ""nonreturnable"".  Waste of my money!",1,Mikki - Student,2018-04-05
1274,Manual,The only problem was there is no manual instruction.,5,iRC aDiKz,2017-07-01
1275,Five Stars,Super happy with how bright they are just wish they had come with batteries,5,GaTrader,2017-05-31
1277,Wish it did not flicker,"I thought the flashlight was good but I did not know that it flickers and I can’t use it for the intended purpose, which is to seat guest in a performing arts center.  Kind of disappointed",2,Vanessa Koch,2017-10-24
1278,BRIGHT LIGHT FOR NIGHT,SUPER BRIGHT COMPACT,5,Amazon Customer,2017-06-24
1279,Five Stars,VERY Bright lights for the cost. Plus uses common AA Batteries.,5,Linda L.,2017-06-23
1280,Five Stars,These flashlights are AMAZING and so portable and bright!,5,Barb V,2017-07-03
1282,Three Stars,Not as expected,3,LOUIS  MCLEAN,2017-08-10
1284,Two Stars,Not as bright as i thought it would be,2,Troy,2018-01-26
1285,Don't buy. Unreliable,One does not work.,1,Roge,2017-07-22
1286,Three Stars,GREAT LITTLE FLASH LITE,3,Amazon Customer,2018-01-20
1287,Great item as expected,Great item as expected,5,Hiten U.,2017-08-21
1288,Five Stars,"work great, super handy.",5,Daniel Salminen,2017-07-03
1289,Three Stars,NOT REAL BRIGHT,3,Michael simpson,2017-09-10
1290,One Star,DOA and this item is not eligible for return!,1,jon asri,2018-04-05
1291,One Star,terrible！！！,1,zhuhuw,2018-02-02
1292,Five Stars,Great light,5,James,2017-08-21
1293,Thank you,Thank you very much.,5,Jimmylee Almen,2017-08-22
1294,One unit works great. It will be good for my tool box ...,I know they were not expensive. One unit works great. It will be good for my tool box at work. The other .. the lens is messed up and not half as bright as the first. So in closing 50/50 dosnt work for me.,1,Mark ,2017-06-25
1300,one works the ot doesnt,1 works fine .  the other blinks intermittently,1,Daniel Avina,2018-03-17
1301,Defective. Don’t buy,I was VERY disappointed with these flashlights. The very first time I pushed the button to turn on the button collapsed in. Apparently they can’t be returned which is awesome.,1,Sara L Walls,2017-12-29
1302,Four Stars,good for the price.,4,John D. Sissom,2017-04-12
1303,One Star,Already no longer working after minimal use.,1,B A,2018-03-11
1304,for $10 i guess it's barely acceptable. but annoying,"fairly dim.also you have to adjust the tension of the battery cap just so. if you tighten it all the way the flashlight wont function, usually. inconsistent.",2,anonymous,2017-11-14
1306,One Star,"One DOA, second one can't use button to turn light off.",1,MXN,2017-11-13
1308,I bought 2 and they worked great for 2-3 weeks then they quit working,"I bought 2 and they worked great for 2-3 weeks then they quit working.  Was using in a hot, humid climate. ( New batteries didn't help)",1,MDD,2018-03-09
